"Lall","Hollman"
"Pagter","Netherlands Blue"
"Goren","Markey"
"D Sacul","Indonesia Senior"
"Vikor","Hungary"
"Reshef O","ISR"
"VANHOUTTE","FRANCE"
"Reiplinger","Chemla"
"Phil Gue","Australia"
"Paulissen","Het Witte Huis"
"LIRAN","LEVINGER"
"Liu Chen","Heng Yuan Xiang"
"Bocchi","Gr.Sp.Ass. Allegra"
"Grigoriv","Bate Tot"
"Goodman","Wales"
"goleb","Vytas"
"F. Bakkere","'t Onstein 2"
"SATYANARAY","INDIA"
"Shen.C.K","Yeh Bros"
"Gloria Men","Chinese Taipei"
"Folkard","New South Wales"
"Harasimo","POLAND"
"Pospelov","Team 2"
"LUKS","Estonia"
"VENINI","DOSSENA"
"HACKETT","ENGLAND"
"Tarnovski","Israel"
"FIORETTI","FIORETTI"
"Demirev","Lee"
"SPILJAK","Croatia"
"Quantin","Blumental"
"Brink","BC 't Onstein 1"
"North","Ekeblad"
"Cayne","Weed (npc)"
"OZENIR","CARETTA INT."
"Takayama","Takayama"
"B Lalanne","Lalanne"
"PALMA","PORTUGAL"
"SONTAG","Meltzer"
"Carruthers","Carruthers"
"BRAMLEY","USA 2"
"Kristinsso","Iceland"
"Li ZB","Taiwan Longkatong"
"JACOB","BRIDGE AKARANA"
"NEHMERT","GERMANY"
"De Knijff","Di Knijff"
"Bosenberg","South Africa"
"Beatty","Beatty"
"Barbara Go","GOTARD"
"Roche","Fraser"
"Mike ","Australia"
"Jason H","Crockfords"
"Volcker F.","Paris Sud"
"BALICKI","Poland"
"J. Latinov","Bergues I"
"West","POLAND"
"Kater","NEFKA"
"KASLE","USA 2"
"MAYADAS","INDIA"
"A. Kalcsev","DEAC-Miskolc"
"Mandolang ","DKI Jakarta"
"REFI","CROATIA"
"Mapp","Trinidad & Tobago"
"M KLUKOWSK","POLAND"
"J. Stansby","Hung"
"SCHERMER","USA1"
"GOLEBIOWSK","RUCH WROCLAW"
"Braga","Fernando Matos"
"Ino","TAJIMA"
"Eaton","Canada"
"Liu Jun","Jiang Su"
"Qian  JS","Nan Fang Dian Wang"
"D Jones","Hasenson"
"Walker D","Scotland"
"Klinger","Neill"
"C. D'OVIDI","France"
"Bilde","Bilde"
"Sokolow","USA"
"Sumitm","India"
"MEMED.H","DKI JAKARTA"
"Tembouret","Robert"
"Janz","Chagas"
"Grabel","Grabel"
"J Stansby","Narasimhan"
"R. Milner","Mixed"
"Steinberg","Korbel"
"D.Yadlin","ISRAEL"
"DE ROOS","BARRACUDA"
"SEMENTA ","ITALY"
"STARKOWSKI","Poland"
"ZUCCHINI","San_Marino"
"Fantoni","Eidi"
"R. Palmer","Scerri"
"Karakolev","Bridge Plus"
"Delogu","Thurston"
"Sundelin","Sweden"
"Westra","BC 't Onstein 2"
"Balcombe","Thurston"
"B. Wolf","Bhineka Garuda"
"ZHUANG","China"
"Palmer","Dinkin"
"M O'BRIAIN","CBAI"
"TUEJE Joic","INDONESIA"
"Martens","MONACO"
"Michael Moss","Eisenberg"
"Eide E","Norway"
"Wang YW","Cai Fu Zheng Quan "
"B Polii","Bhinneka"
"Reynolds","ACT"
"Sher","Weinstein"
"Helmich","NETHERLANDS B"
"S Ming","China"
"Ash","Scotland"
"Dyankov","Kaya"
"Nybo","Norway"
"Ritmeijer","Netherlands"
"Binderkran","DENMARK"
"REKSTAD","TOPBRIDGE BC"
"VAINIKONIS","Lithuania"
"GAWRYS","POLAND"
"Di Bello F","Lucignano V.Fabbr."
"Onstott","Eisenberg"
"Iochev","Botev - Vraca"
"","Pudong"
"WASIK","SPAIN"
"Jassem","CHALENGERS"
"Romik","Kaminsky"
"Forsberg C","SWE"
"Magnis","Lalanne"
"CORMACK","NEW ZEALAND"
"Very","West Java"
"He ZY","Wan Jian Club"
"Segev","Team 2"
"BRANCO. M","BRAZIL"
"Brink","Team 2"
"Soulet","Marmara"
"Kychanova E","RUS"
"Sakurai","Team 2"
"MAGNUSSON","Switzerland"
"NOWOSADZKI","ERA"
"Sivelind","Sweden"
"Weichsel","Fleisher"
"BASARAN","TURKEY"
"Nakamura","JAPAN SENIOR"
"Krasnosels","Real"
"Fong K H","Singapore Open"
"I Herbst","Israel"
"WESTERBEEK","NETHERLANDS"
"Thorsen","Norway"
"Multon","MARI"
"YOKOI","Japan"
"Greenwood","Waterlow"
"Helness","England/Norway"
"MANNO","Ita-Ger"
"LIU","CHINA"
"HOUMOLLER","DENMARK"
"Chemla","Auken"
"H Bakhshi","Team 1"
"Hidayat","Kepri"
"Huang","Huang"
"ROBINSON","USA 2"
"Vanhoutte","FRANCE"
"Cullin","Konga"
"BYKOV","Tuszynski"
"Li GH","Taizhou"
"GUR","ASSAEL"
"Kwiecien","Team2"
"Manno","ITALIA JUNIORS"
"Gitelman","Narasimhan"
"Bozemberg","Karamanlis"
"JDhondy","Dhondy"
"ZAGORIN","USA 2"
"Malinowski","Gold Cup"
"Von Arnim","Robson"
"T.VERBEEK","Netherland Red"
"Heeres","Netherlands Red"
"Tundal","Norway"
"North","Welland"
"CENGIZ","TURKEY"
"Madala","Torino-Allegra"
"Balickiy","Real"
"Bompis","Quantin"
"BERTHEAU","BKSE Sweden"
"Sabourin","Frukacz"
"Watson","North Ire"
"L. Bojoh","GABSISenayan Ladies"
"Wu SX","Shanghai Qizhong"
"Figueiredo","Mane"
"Ja Hackett","England and Pharon"
"Hansa","Narasimhan"
"R.Welland","Denmark"
"Yang","Taipei"
"SIMONS","NETHERLANDS"
"Vinay","Konga"
"prohorov","Prohorov"
"T. Fenwick","Bergues I"
"Jason","Byrne"
"OYMEN","Turkey"
"Gu Ling","Beijing"
"GILL","AUSTRALIA"
"Ju Hackett","De Botton"
"QUINN","USA2"
"Imakura","JAPAN"
"CHENG","China Hong Kong"
"A Hydes","England Hinden"
"MEYER","France"
"Bruggeman","Bakkeren"
"Harangozo","SZALAY"
"John Skipp","New Zealand 2"
"Smederevac","AUSTRIA"
"Kwiecien","JAGNIEWSKI"
"Stansby J","USA Stansby"
"SOULET P.","PAYEN"
"Bezuglaya","8-5-0-0"
"PETRONCINI","GAGLIARDI - RM"
"Phelan L","BUAIJH"
"A. Ting","Nan-Yuan"
"PERSAD","TRINIDAD&TOBAGO"
"Atabey","BC TOFAS TUR"
"Struik","ACT"
"Zmudzinsky","Joel"
"K McCallum","JAGELMAN"
"Di Pietro","Catania"
"DeLivera","ACT"
"Greenwood","NIreland"
"JASSEM Krz","POLAND"
"S. Ekeblad","Berkowitz"
"S. Saha","Sree Cement"
"de Wijs","Orange"
"Nawrocki","Poland U25"
"McIntosh","Armstrong"
"Mittelman","Shugart"
"Niemeijer","Team 1"
"Hassett","ENGLAND"
"UCHAVA","GEORGIA"
"Milner","Pszczola"
"Bogen","Norway A"
"SCHWARTZ","USA"
"Smirnov","ISRMANY"
"Gromoller","GERMANY"
"Robak","Spojnia"
"Barbosa","ADRIANO"
"PETKOV","Bulgaria"
"Panina","West"
"GOTARD Tms","GOTARD"
"KIRAN NADA","Formidables"
"P. POIZAT","France"
"Elinescu","Germany"
"Ramondt","Orange White"
"Thompson","NYON 1"
"Greenberg.","USA"
"Thomson","Robinson"
"GULA","GOTARD"
"Luo","Huang"
"R.Dalal","Formidables"
"Sanders","Netherlands Girls"
"Zhou JH","Qi Zhong Club"
"Kasprzak","Poland"
"Wooldridge","SCHWARTZ"
"RODWELL","Nickell"
"ZIA","Nickell"
"BOCCHI","Italy"
"BESSIS O.","FRANCE"
"BARONI","ITALY"
"STAS","Belgium"
"Bareket","Team 1"
"Ivan Leung","KF Mak's Team"
"Mackenzie","NIreland"
"W Choo Wai","INTERNATIONAL"
"","Koumetz"
"JAGGER","ENGLAND"
"ZWERLING","USA2"
"Sementa","ALLEGRA TORINO"
"Severus","Shining Pig"
"de_Wijs","NETHERLANDS"
"NETO","Portugal"
"S Supeno","Djarum 2"
"Andreev V.","Team 2"
"G.Bintoro","SOUTH SULAWESI"
"M.Sumampou","WEST JAVA"
"Cho","Aces & Deuces"
"Campanile","Baseggio"
"VAN PROOIJ","NED AUT"
"MIYAKUNI","Tanaka"
"Bessis T","NC FRANCE"
"Krupowicz","ARASZKIEWICZ"
"Carcassonn","BCOB I"
"G Ellison","Scotland"
"Lasocki","Poland"
"Wirkola","The Skilled"
"P. Lakatos","Gamax"
"SKRZYPCZAK","CSTO - POLAND"
"HISHMAT","Egypt"
"DE WIJS Si","NETHERLANDS"
"COENRAETS","BELGIUM"
"Edy H","GABRISEM"
"Yesmet S Y","KEPRI"
"Balicki","Real"
"H. DHONDY","England"
"Bolognini","Bolognini"
"VOLCKER","FRANCE"
"Assael","Turkey"
"Tang XH","Anhui Ladies"
"Martell.C","Genova"
"Lauria","Italy Parioli"
"sandqvist","Sandqvist"
"Chmurski B","DWORAN"
"Gill","Brifman"
"Pazur","Team 2"
"Brogeland","Strul"
"Gaddi","San Marino"
"Dyakov","Slaveikov.bg"
"E.Serdar","NONAME"
"Shi ZJ","San Chen"
"Alfejeva","Jelena"
"saporta","Annecy BC"
"Picus","Narasimhan"
"Mouser","Cohen"
"Memed H","KEPRI"
"Altshuler","Altshuler"
"Haughie","HAUGHIE"
"GULLOTTA","GAGLIARDI - RM"
"Wilkinson T","Scotland"
"L.THUILLEZ","France"
"Mondigir","Bank Mandiri Dist X"
"Lauria","Weed npc"
"D Jagelman","JAGELMAN"
"karakolev","Bulgaria"
"Pekkinen","Lehtinen"
"Yokoi","Japan"
"Buras","DWORAN"
"Zmudzinski","Green"
"Hessel","Sher"
"VERBEEK","DUTCH JUNIORS"
"LEVY","ZIMMERMANN"
"E Kaya","Yilankiran"
"LEVY A","ALAIN LEVY"
"SONTAG","USA 2"
"Figueiredo","Chagas.g"
"K. Ohno","Yamada"
"Cornelis","Belgium"
"L'Ecuyer","L"Ecuyer"
"Bjornsdott","Iceland"
"Chaker","El Hazem"
"Libbrecht","Rombaut"
"David Mc.","New Zealand"
"ITALY","ITALY"
"gawrys","Poland"
"J Feldman","Gordon"
"Moss","Cook"
"Dai JL","Jiang Su"
"L. Fisher","Schwartz"
"Glasson","Berkowitz"
"Wu SJ","Zhejiang Jingfan"
"GIANARDI","PRIANO"
"Nurmi","FINLAND"
"J.Miller","New Zealand"
"Pacareu","Chile"
"McIntosh","England"
"ARNOLDS","Netherlands"
"V. Isporsk","Bulgaria"
"Halfon","DUTILLOY"
"Tammens","Netherlands Red"
"GINOSSAR","Israel Blue"
"Wu JR","Jin Rong"
"BALICKI","Henner-Welland"
"B.Wolf","Ind Bhineka"
"Holland","P Hackett"
"DUGUET MA","ALAIN LEVY"
"Chen Gang","Nan Fang Dian Wang"
"Levitina","Narasimhan"
"C. Martel","Welland"
"J Murdock","Scotland"
"Woodcock","England"
"WILLENKEN","VARENNE"
"Khven","Team 2"
"ZIMMERMANN","Monaco"
"JANKOVA","CZECH REPUBLIC"
"Utter","Lasse"
"Koivisto","Uskali"
"Diklic D.","Croatia"
"Braithwait","Nagy"
"Bayusunu","Banten"
"Jeffrey  M","North Celebes"
"KAY","EBU"
"Tan Jian","Gong Hang Jin Ying"
"Bessis","FRANCE"
"West","Vytas"
"ELAWADY Di","EGYPT"
"SOLHEIM","MIXEN NORWAY"
"Li ZG","Kunshan Tingling"
"Nunn","Oz open"
"Malinowski","Sandqvist"
"Rosenberg","APOLLOSOYUZ"
"GLADIATOR","Germany"
"Tompodung","Indonesia (Sulut)"
"Liggat","Scotland"
"Szczepansk","POLAND"
"Manara G.","CATANIA"
"PUCZYNSKI","PUCZYNSKI"
"Rohan","Team 2"
"RECKY","NORTH SULAWESI"
"Rummel","Tallinn (EST)"
"Maia","Maia"
"Sugandi","West Java "
"","DONATELLA"
"Wold","Diamond"
"MOLENAAR","DUTCH JUNIORS"
"Thoma","Campos"
"KAMIL","USA 1"
"Milner","Mixed"
"Fu Zhong","Ke Bi Ya"
"GOLDBERG","SCOTLAND"
"Albert","Debonaire"
"v.Prooijen","BC 't Onstein 2"
"Li Rui","Lin Rong Qiang"
"Ware","Lester"
"CIMA","ANGELINI"
"Gosney","Nagy"
"EINARSSON","Iceland"
"BINDERKRAN","NORDEN"
"Paulissen","Westra"
"Hong","NCCU"
"Petrunin","Russia"
"R. PROOIJE","The Netherlands"
"BARONI","MI - ROSETTA"
"robison","ONSTOTT"
" B","Chagas"
"Cormack","MacDonald"
"Furuta","JAPAN"
"SMIRNOV A","GERMANY"
"BOCCHI","Lavazza"
"Cropper","England"
"ZORLU","TURKEY"
"Ohno","Yamada"
"Soulet P.","PAYEN"
"TAKDIR","South Sumatera"
"Grabel","Bramley"
"Ajania","Kenya"
"MINA","FORNACIARI"
"Lorenzini","Cayne"
"CHIDIAC","LEBANON"
"Aker","Rigal"
"howardling","FJU"
"BILDE Mort","DENMARK"
"Rau","Rau"
"RINGUET P.","LEENHARDT"
"S. IMAI","SARA"
"Ted Martin","Wales"
"Di Bello F","ITA"
"DRIJVER","Bridge Club Real"
"Karamoy","Bhinneka Garuda"
"Shih J Y","Chinese Taipei"
"Furuta","JAPAN YOI"
"Golding","Kay"
"Muller","Team Orange"
"Hargreaves","Nature (Dmitri)"
"Cullin P","SWE"
"WARNE","SWEDEN"
"C.Suriya","Thailand"
"YOSHIDA.M","JAPAN"
"FANTONI","T.C. PARIOLI - BOVE"
"Hengky Las","Indonesia Senior"
"WF WANG","CHINA"
"Lasut","BNI IndonesiaSenior"
"Toffier","ALINEO"
"MINA","RE - FORNACIARI"
"Whibley ","Milne"
"Dobrin","KIRILENKO"
"KIRR","CANADA"
"Bjarnarson","DENMARK"
"Panelewan ","Central Java"
"GOTARD","GERMANY"
"McGOWAN","Scotland"
"BASUKI","SENGKOL LOMBOK"
"GRINBERG","ISRAEL"
"Karwur","North Celebes"
"Szkrzypcza","CHLODNIA"
"VANHOUTTE","Beaumier"
"Hoderova","Blondie"
"Huiban","B.C. Rennais"
"ZIVKOVIC","Switzerland"
"Liu Yiqian","China"
"Sokolow","Fireman"
"WILLENKEN ","USA"
"Quantin","HOST FRANCE"
"Griffiths","Chan"
"MADALA","G.S. ALLEGRA"
"Mahmood","JACOBS"
"Mauberquez","DUTILLOY"
"VillasBoas","D'Orsi"
"Rueda","Ayacucho"
"Lauria","Italy II"
"Lair","Mahaffey"
"Munteanu","Romania"
"Sime","Sime"
"Christian","Otvosi"
"Cheong HW","China Macau"
"Lauria","Tennis Club"
"JOYCE","DKI JAYA"
"Ste Marie","Chemla"
"Militsopou","LAZKAR"
"ELINESCU. ","GERMANY"
"Burke","Burke"
"Jagniewski","Team Poland"
"Duboin","LAVAZZA 1"
"J.PASMAN","Netherlands"
"Gold","Simpson"
"Heschia","IJSEIDE"
"SPEARS","SCOTLAND"
"Somers","Squeeze I"
"GOLD. D","ENGLAND"
"Cleary","Republic of Ireland"
"Kelder","STAR"
"VIVALDI","GS Idea Br. TO"
"LETIZIA","STEINER"
"TOFFIER P.","BLUMENTAL"
"Wiseman Y","Scotland"
"Stockdale","Team 2"
"D OVIDIO","ZIMMERMANN"
"Grosset","Vinay"
"PIEKAREK","Germany"
"Brink","France"
"A.Franchi","Italy"
"MORARU","ROMANIA"
"Jasmet","Kepri"
"JRice","USA2"
"SCHWERDT","GERMANY"
"Failla Giu","Catania Failla"
"NARKIEWICZ","ARASZKIEWICZ"
"Creet","HOFFMAN"
"Winkler","Gamax"
"Boyd","Robinson"
"PILON","ZALESKI"
"Majdowicz","GARP44"
"BOCCHI","G.S.ALLEGRA"
"Dehaye","Belgium"
"Makoto H","Japan - Yamada"
"Wernle","AUTBUL"
"D JONES","Wales"
"Millington","New Zealand 2"
"Bigdeli","Uccle"
"Koneru","Koneru"
"Kamil","Fleisher"
"Sokolow","Steiner"
"Noshy","El Ahly Club (A)"
"R.Tobing","Indonesia"
"Ricciarell","ITALY"
"wortel","Netherlands Girls"
"anand meht","Manyawar"
"r.lee","USA"
"Podgur","Israel"
"Pollack","Glasson"
"Haller","Estonia"
"Wold","O'Rourke"
"Jassem K.","SYGNITY"
"KIRAN N","FORMIDABLES"
"Lebel","CHEMLA"
"Stamatov","Juls"
"Schutze","Deutsch"
"Duboin","ALLEGRA TO"
"M Kwielier","Australian Youth"
"Jansma","NETHERLANDS"
"Neratzi","Bonis"
"Viana","Camacho"
"Nunes C.","Italy"
"N George","Indonesia"
"FISHER","Israel White"
"Milman","Mohandes"
"Kvam","Norway"
"KLUKOWSKI","CONNECTOR POLAND"
"PACHTMAN","BAREKET"
"Kamil","Fleisher "
"Cui GS","Meikuang"
"R Burns","NIBU"
"Buras","EKO-AL"
"Palau","CORSICA"
"Lamprey","McKellar"
"J.Gober","STB"
"SWeinstein","Nickell"
"Shi Miao","Mei Kuang"
"Meyer","France"
"Gotard","BAMBERGER REITER"
"Berkowitz ","Glasson"
"Russyan","Otvosi"
"Zhou JH","Sheng Tao Sha"
"Chemla","Allix"
"E.Manoppo","NORTH SULAWESI"
"Halttunen","Koivulat"
"Burgess","London"
"Romanski","Poland"
"Gumby","Chadwick"
"MARIANI","RE - FORNACIARI"
"H Mouiel","France"
"Newman","Lavings"
"NEVE O","ISRABEL"
"PD Hackett","Hackett"
"Neill","AUSTRALIA"
"de Botton ","de Botton"
"DE WIJS","Netherlands"
"Wittes","USA 2"
"gomez","Spain"
"C Cabral","Costa-Cabral"
" I","Bulgaria"
"Bentzen B","Norway"
"mouiel","Annecy BC"
"NEWELL. P","NEW ZEALAND"
"gosney.j","Australia"
"Hanna","Fraser"
"ARTS ","BARRACUDA"
"Jokisch","Salokin"
"Chang","NTU"
"Benthem","Team 1"
"SACUL","INDONESIA"
"Kuczynski","JALOWKA"
"A.Ozer","NONAME"
"TH JONSSON","ICELAND"
"Christense","Herning BK"
"Joatton","Guadeloupe"
"Brekka","Bridge i Norge"
"Hollands","Australia Youth"
"Golebiowski","COMPUTERLAN"
"Sunil M","Sunil Machar"
"Nunn","Nagy"
"MACURA","Japan-Czech"
"SUNDELIN","Sweden"
"K Miyakuni","NAITO"
"Angelini","TC Parioli"
"Freed","Freed"
"Rietmeyer","VRIEND"
"P.Hackett","England/Norway"
"Saelensmin","NORWAY"
"EYTHORSDOT","QUINN"
"M.ILHAM","SOUTH SULAWESI"
"Romanovska","Team 1"
"POPOVA","HAUGE"
"Lee","Grainger"
"Partearroyo D","Spain"
"Fallenius","Schwartz"
"Mayer","NEW ZEALAND 1"
"Meltzer","MELTZER"
"Hop","Netherlands"
"Zhang ZH","Nan Fang Dian Wang"
"I.Delmonte","Australia Oz One"
"Nunes","Weed - npc"
"Branco. M","Viana"
"Slamet","Elektric I"
"Drijver","van Prooijen"
"Forrester","Forrester"
"W.K.Lai","China Hong Kong"
"Bertheau","Mahaffey"
"Moss","DIAMOND"
"R.Tewari","TexanAces"
"K.Wahyu","Indonesia"
"Figueiredo","Campos"
"FKurbalija","WALES"
"Sugiharto","X - Men"
"Rosenthal","Rosenthal"
"Valdimarss","NC ISLANDE"
"Gautret","Adad"
"P O'Briain","Ireland"
"Ferraro","Jacobs"
"V Isporski","BULLGALIAN ALL STAR"
"Hackett","GERMANY"
"MANAS M","Sree Cement"
"Draper","England"
"Robson","ALLFREY"
"Delfs","Liu"
"Ringseth","Norway"
"Kiema","JuuTools"
"FUCIK Jan","AUSTRIA"
"North","Belgium"
"Zia","Lavazza"
"BRUUN","SCHALTZ"
"MIKKELSEN","FAROE ISLANDS"
"NUNES","MONACO"
"Duboin","Team Lavazza"
"Fehri L.","LECA"
"M_VIOLA","Spain"
"Ferguson","Hollman"
"J. Hacket","England/Norway"
" ","AUSTRALIA"
"Raju B.","TOLANI SHIPPING"
"TRENDAFILO","Rxdkov"
"Jie","Evertrust"
"Nikitina","Russian Ladies"
"Moss","Moss"
"Drijver","ORANGE"
"BERG","HEIMDAL BK"
"Wang Ping ","Wu"
"Asbi","DKI Jaya"
"FITZPATRIC","North Ire"
"MOUIEL","France"
"Muzzio","Oyzum"
"Lo Presti","Br. Villa Fabbriche"
"Di Franco","Italy Red"
"McManus","MILNE"
"Janssens","Squeeze I"
"Levinger A","ISR"
"P O'Briain","CBAI"
"Helgemo","Monaco"
"Langstrom L","SWE"
"hu.j","China"
"P.Hackett","Pharon"
"Socaseaux","Miguel Sousa Guedes"
"Nunes","Zimmmermann"
"PASKE.T","England"
"Hirchwald","HIRCHWALD"
"Kowalski","Araszkiewicz"
"prooijen","Netherland"
"HOLMAN Gle","SOUTH AFRICA"
"ZMUDZINSKI","Henner-Welland"
"Russo","Allegra TO"
"NICOLA","ENGLAND"
"J. Hop","Netherlands Blue"
"Hallberg","Science (zia)"
"SARNIAK","POLAND"
"Jassem","EKO AL"
"Mina","Reggio Emilia"
"Townsend","ELIZA"
"Eginton","Teltscher"
"Sementa","ALLEGRA TO"
"Mraz","HUNGARY"
"J.Cormack","New Zealand"
"Indemini M","INDEMINI"
"FRITSCHE","BAMBERGER "
"Jedrychows","Australia"
"Gill","Gumby"
"Mortensen","Blakset"
"West","Meltzer"
"Verbeek","Het Witte Huis 2"
"P.SCHALTZ","DK"
"Youngs","England"
"J.v.d.Neut","BC 't Onstein 1"
"Ferraro","G.S. Allegra"
"Pong","NTOU"
"Sarniak","Team 2"
"Martens","Jassem"
"Slemr Ja","Czech Republic"
"SHI Haojun","CHINA"
"Janssens","SQUEEZE I"
"Smederevac J","AUT"
"Wohon","Bank Mandiri Dist X"
"Mazzadi","Lucignano-V.Fabbr."
"Diamond","Kasle"
"HACKETT.Ju","ENGLAND"
"Anderssen","Team B"
"Zhang Kun","Bei Di Ke"
"STOPPA","France"
"G. Brewiak","PETRO"
"Stian","Outsiders"
"naqizia.h","PAKISTAN"
"Paulissen","Bakkeren"
"Salama","BESSIS"
"Radulescu","Romania"
"Justin Hac","ENGLAND (Hackett)"
"Hirst","Hirst"
"Shek","Monachan"
"Harding","Gillis"
"Bordallo","SPAIN"
"Holland","Hackett"
"Berkowitz","STRUL"
"Skrzypczak","MARTENS"
"dalai","Stara Zagora"
"BROCK Sara","GREAT BRITAIN "
"Cicek","Sen"
"Sivelind D","SWE"
"Bessis T","Paris Sud"
"LEVITINA I","USA 1"
"Bathurst","Drijver"
"Nunes C.","ZIMMERMANN"
"A Verhees","Netherland"
"SIMONS","Netherlands"
"Meyers","NARASINHAM"
"Pedak","Vuerst"
"Isporski","Dawson"
"de Tessier","Naels"
"Verhees","Van Prooijen"
"F. Nystrom","SWEDEN"
"D Allouche","France"
"Shih","Yeh Bros"
"Dai J.M.","China"
"South","Tesla"
"Lebatteux","France"
"Wang","China"
"Lall","USA 2"
"Gosney","Sydney"
"Coudert","France A"
"Cohen","Strul"
"Brogeland","Schwartz"
"Kamal","ELECTRIC"
"Onishuk","Ireland"
"Hamaoui","GS Idea Br. TO"
"Gogoman Ad","AUT"
"LESKELA","FINLAND"
"Erkmen","Sen"
"D Williams","Netherlands Blue"
"Figueiredo","Brasil"
"SENIOR Nev","ENGLAND"
"Snow","Snow"
"Smirnov","BAMBERGER REITER"
"Demuy","Brogeland"
"GROTHEIM. ","NORWAY"
"G Treddini","Collins"
"LASUT","Indonesia"
"Migry Zur ","Moss"
"Panelewen","Djarum 1"
"SUBIR","Sree Cement"
"Guo CC","Sheng Tao Sha"
"Canezin","Reunion"
"Nunes","Team 1"
"shih","chinese taipei"
"Ginossar","Bareket Ilan"
"FREEMAN-GR","NEW ZEALAND"
"simpson","England"
"Rubin","Jansma"
"GROSS","GROSS"
"Maripuu","Estonia"
"SANDQVIST ","ENGLAND"
"Kasle","Ventin"
"S. WILLARD","MOUIEL"
"FORNACIARI","BONGIOVANNI"
"YULE","New Zealand"
"Lauria","TC PARIOLI"
"BERTENS","ORANGE 1"
"ROVYSHYN","UKRAINE"
"MULLER","BOMBARDIERI"
"Casey","Wales"
"Mortarott","GS Idea Br. TO"
"P Schroor","HOFFMAN"
"Pachtman","ISRAEL"
"ARLOVICH","Belarus"
"KATZ Ralph","USA 2"
"Lo","GU"
"BAREL","ISRAEL"
"Kim morris","Mixed"
"BOS","NETHERLANDS"
"Stegaroiu","PYTON"
"Mahmood","USA1"
"Szutowicz","Prim 8"
"MacKenzie","NIreland"
"Braithwaite","Haughie"
"WESTERBEEK","NED BLUE"
"FIREMAN","Firestone"
"Ao","GU"
"Bertens","Team Orange 1"
"ALLUJAS Gu","ARGENTINA"
"GUERRA","SABBATINI"
"Amarnath B","Indian Railways A"
"BATTISTONI","ITALY"
"Zhang Qian","Jing Tie"
"Mayefsky","USA A"
"BRINK","Russia"
"SUMIT M","DHAMPUR SUGAR MILLS"
"yang","Yeh Bros"
"Palmieri","S.GIORGIO SANNIO"
"A Tanjung","WEST SUMATRA"
"Marina","PYTON"
"OZBEY","MINA"
"Cliff Tang","Indonesia"
"Robert","France"
"HUGON Elis","FRANCE"
"EISENBERG","IZISEL"
"Lanzarotti","Fornaciari"
"Kwiecien","Mixed"
"Bertheau","Grue"
"Peng J F","Jinrongjia"
"Libbretch","France"
"P.Newell","Doun Under"
"HELNESS","NORWAY"
"CHAMPION","USA 1"
"NYSTROM","Di Knijff"
"PABLOS","SPAIN"
"A Ucar","Yilankiran"
"SAAID","Egypt"
"Levinger","ISRAEL"
"Shen Gang","Dongfang Tairong"
"West","Germany"
"SCHWARTZ","Israel Juniors"
"You Zheng","Yalu Group"
"VEDY.S.","WEST BORNEO"
"S.Treddini","Collins"
"JIMENEZ","SPAIN"
"Grenthe","PIGANEAU"
"Garner","Welland"
"ZMUDZINSKI","POLAND"
"A. DELLA M","Germany"
"Mroczkowsk","Poland"
"Howard","Chan"
"LARSON","MELTZER"
"PREVIDE","ARGENTINA"
"TIFOUS","UCCLE"
"KOIKE","Japan-Czech"
"DI FRANCO","Italy"
"J Matheson","Sime"
"P_CRONIER","FRANCE"
"Tokay","Norby"
"Rossi","Brazil"
"Wyer","Wyer"
"K. Ting","Nan-Yuan"
"Maurins","Juras EZI"
"BAKKEREN ","NED AUT"
"Montanari","VILLA FABBRICHE"
"SEAMON M","STEINER"
"Argelazy","Israel"
"M Branco","Mane"
"Liu YQ","Shanghai"
"K. Peeters","Bergues I"
"Cattabiani","Roma 1"
"Shi Zj","Sanchen"
"KIRMSE","AMBERGER "
"S Auken","Denmark"
"Salisbury","WALES"
"Walker","Scotland"
"SULOLIPU","GABRISEM"
"Ogihara","Umisen Yamasen"
"Westra","Westra"
"Yuichi","Japan"
"Porter","Australia"
"Wheeler","Bernstein"
"Tim Rees","Wales"
"Hansen","Hansen"
"Hans","Down Under"
"Mesbur","Mesbur"
"Somers","Squeeze"
"Fan JY","Shihua"
"Seale","England"
"John","Jin Mei"
"Poon Hua","Singapore Open"
"ENGEL","ALERTPLUS"
"GARCIA DA ","ARGENTINA"
"SASSELLI","SWITZERLAND"
"Toszeghi","DUROS"
"Willenken","WOLFSON"
"Faigenbaum","Blumental"
"Armstrong","England"
"Marsal","Germany"
"Hartley","Team 1"
"Wenning","Germany"
"WIJS","NETHERLANDS"
"Volcker F","Paris Sud"
"CJ Zhuang","Yeh Bros II"
"Buras","LAZY"
"Katz","Lien"
"FKURBALIJA","WALES"
"Markowicz","Markowicz"
"Paulinho","ADRIANO"
"JASSEM","Poland"
"HAMMAN","NICKELL"
"E. Rossi","Brasil"
"I K AGARWA","Pankaj Mehta"
"Gottlieb","Fredin"
"Baze","MELTZER"
"L.Naber","Your name?"
"Azzam","El Rabwa Club (A)"
"SZAPPANOS","HUNGARY"
"Ja.Hackett","Fharon"
"Madala","ALLEGRA TORINO"
"magann","ACT"
"Cichocki","CICHOCKI"
"A BIRMAN","ISRAEL"
"Robson","Scientists (Zia)"
"Skorchev","Leroumain's boys"
"G Bintoro","SOUTH CELEBES"
"Rybnikov","West"
"North","Heimdal"
"ROSENBERG ","APOLLOSOYOUZ"
"D.Nikolenk","Contact I"
